submission_id,age,comments,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,item_id,languages,options,options_list,options_order,orientation,question,randomize,response,responseTime,trial_nr
486,50,NA,NA,Graduated College,93227,1692861701600,1692861608373,female,NA,english,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,8414,NA
487,27,NA,NA,Graduated High-school,54088,1692861708496,1692861654408,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,cat,7590,NA
488,21,NA,NA,Graduated High-school,95773,1692861708699,1692861612926,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,26672,NA
489,36,NA,NA,Graduated College,102324,1692861712912,1692861610588,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala,9628,NA
494,40,NA,NA,Graduated High-school,125344,1692861739858,1692861614514,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,31689,NA
499,49,NA,NA,Graduated High-school,97989,1692861759603,1692861661614,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala bear,17571,NA
490,46,NA,NA,Graduated College,74764,1692861720164,1692861645400,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,ant-eater,9037,NA
492,24,NA,NA,Higher degree,73952,1692861728049,1692861654097,female,NA,english,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,11084,NA
493,21,NA,NA,Graduated High-school,108167,1692861736493,1692861628326,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala bear,20235,NA
495,26,NA,NA,Graduated High-school,44473,1692861741334,1692861696861,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,3922,NA
496,56,NA,NA,Graduated High-school,153408,1692861741528,1692861588120,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,Cat,10173,NA
506,38,NA,NA,Graduated College,193703,1692861799602,1692861605899,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,panda,16275,NA
497,33,NA,NA,Graduated High-school,90485,1692861751843,1692861661358,male,NA,english,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,dog,16513,NA
502,43,NA,NA,Graduated College,118147,1692861773262,1692861655115,male,NA,eng,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,15187,NA
498,35,NA,NA,Graduated High-school,121448,1692861755174,1692861633726,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,rabbit,13451,NA
500,60,none,NA,Higher degree,176829,1692861762548,1692861585719,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,31398,NA
517,42,NA,NA,Graduated High-school,212965,1692861857600,1692861644635,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala,14053,NA
520,56,NA,NA,Higher degree,43140,1692861888335,1692861845195,female,NA,english,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,kola bear,5710,NA
501,59,NA,NA,Higher degree,110457,1692861765783,1692861655326,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,11597,NA
504,26,none,NA,Graduated College,59377,1692861784503,1692861725126,male,NA,english,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,dog,12134,NA
507,28,NA,NA,Graduated High-school,81214,1692861801636,1692861720422,male,NA,NA,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,cat,16356,NA
515,24,NA,NA,Graduated High-school,110337,1692861846852,1692861736515,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,7326,NA
524,48,NA,NA,Higher degree,321411,1692861947478,1692861626067,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,cat,41845,NA
503,35,Koalas are very cute,NA,Graduated College,127095,1692861782354,1692861655259,female,NA,english,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala bear,65382,NA
505,33,Everything was smooth,NA,Graduated High-school,134142,1692861785857,1692861651715,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,12509,NA
510,72,NA,NA,Graduated High-school,166028,1692861814490,1692861648462,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,lion,10053,NA
513,32,NA,NA,Graduated High-school,184904,1692861828831,1692861643927,male,NA,"English, Spanish.",NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,turtle,42193,NA
514,26,NA,NA,Graduated High-school,187842,1692861846755,1692861658913,female,NA,english,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,94236,NA
512,49,NA,NA,Graduated College,175284,1692861822958,1692861647674,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala bear,25269,NA
516,33,NA,NA,Higher degree,203468,1692861844703,1692861641235,male,NA,NA,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala bear,4879,NA
518,31,"Memory attention checks are not allowed, no matter how simple they might be. Just FYI!",NA,Graduated High-school,186692,1692861863464,1692861676772,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,10562,NA
519,37,NA,NA,Graduated College,279743,1692861879396,1692861599653,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala bear,93034,NA
522,52,NA,NA,Higher degree,240661,1692861892980,1692861652319,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala,4976,NA
521,66,I didn't see a place to pick an animal. I put cat to get through study.,NA,Graduated College,309150,1692861891865,1692861582715,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,cat,25240,NA
523,34,NA,NA,Graduated College,133764,1692861920463,1692861786699,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala bear,16259,NA
525,38,N/A,NA,Graduated High-school,366137,1692861986489,1692861620352,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala bear,35787,NA
526,53,Everything worked well. Thank you!,NA,Graduated College,194382,1692862028245,1692861833863,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala bear,60779,NA
527,30,NA,NA,Graduated College,86733,1692862087202,1692862000469,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,kuala bear,14850,NA
528,38,NA,NA,Higher degree,167429,1692862095393,1692861927964,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala bear,9563,NA
529,22,good,NA,Graduated College,261571,1692862132869,1692861871298,male,NA,english,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,king,57955,NA
530,44,NA,NA,Graduated College,168202,1692862411350,1692862243148,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,29723,NA
531,26,None,NA,Graduated College,178071,1692862301842,1692862123771,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala bear,33223,NA
532,43,NA,NA,Graduated High-school,1197821,1692862809978,1692861612157,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,9590,NA
533,42,NA,NA,Graduated College,185994,1692863250555,1692863064561,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala bear,4763,NA
534,66,NA,NA,Graduated College,194476,1692863208647,1692863014171,female,NA,NA,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,ant eater,16630,NA
538,30,NA,NA,Graduated College,44827,1693489923679,1693489878852,male,NA,english,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,penguin,7756,NA
539,37,NA,NA,Graduated College,43267,1693489923648,1693489880381,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,cat,5539,NA
540,38,NA,NA,Graduated High-school,60234,1693489953738,1693489893504,male,NA,english,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,dog,8168,NA
541,40,n/a,NA,Graduated High-school,76871,1693489956635,1693489879764,male,NA,NA,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,cat,11068,NA
542,36,Thanks!,NA,Higher degree,83936,1693489965897,1693489881961,male,NA,english,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,9531,NA
551,41,thank you,NA,Graduated College,106241,1693489993343,1693489887102,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,lion,11467,NA
543,46,weird study,NA,Graduated College,92446,1693489973147,1693489880701,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,elephant,14335,NA
544,36,NA,NA,Graduated High-school,91821,1693489974164,1693489882343,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,Cat,18584,NA
545,47,None,NA,Graduated College,95610,1693489976178,1693489880569,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala,10414,NA
546,37,NA,NA,Graduated College,88781,1693489977619,1693489888838,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,cat,13555,NA
547,31,NA,NA,Graduated College,83675,1693489978210,1693489894535,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,dog,22840,NA
548,38,NA,NA,Higher degree,102766,1693489985385,1693489882619,female,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,Sloth,32103,NA
549,32,NA,NA,Graduated College,112637,1693489986697,1693489874060,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,12796,NA
550,60,NA,NA,Graduated College,101775,1693489986887,1693489885112,female,NA,english,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,zebra,17215,NA
567,36,NA,NA,Higher degree,55696,1693490040668,1693489984972,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,Sloth,5333,NA
571,48,n/a,NA,Graduated College,187278,1693490085013,1693489897735,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,30881,NA
552,39,NA,NA,Graduated High-school,85030,1693489997554,1693489912524,male,NA,english,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,13873,NA
555,49,NA,NA,Graduated High-school,103734,1693489998677,1693489894943,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,sloth,11126,NA
557,26,NA,NA,Graduated College,124118,1693490003405,1693489879287,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala,40758,NA
559,26,NA,NA,Graduated College,135261,1693490008507,1693489873246,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala bear,60583,NA
560,71,NA,NA,Graduated College,133646,1693490018065,1693489884419,male,NA,english,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,rabbit,16505,NA
553,58,NA,NA,Higher degree,114735,1693489998635,1693489883900,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala bear,13555,NA
554,48,NA,NA,Graduated High-school,110327,1693489997435,1693489887108,female,NA,englsh,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,na,20124,NA
556,47,I didn't get to choose an animal before the study.,NA,Graduated High-school,105345,1693490001616,1693489896271,female,NA,English`,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,rabbit,19478,NA
565,45,NA,NA,Graduated High-school,149739,1693490035052,1693489885313,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala bear,19738,NA
573,39,NA,NA,Graduated High-school,222646,1693490110408,1693489887762,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,tiger,22822,NA
558,32,NA,NA,Graduated College,77613,1693490005971,1693489928358,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,koala bear,13338,NA
561,24,No comments,NA,Graduated College,123676,1693490019621,1693489895945,male,NA,English,NA,NA,NA,NA,Please type in your favorite animal which you picked before the start of the study in lower case in the text area below. Please don't type anything else.,NA,cat,27986,NA
